,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st
16790,3901,5000.0,68.3,,1,1,0
16826,3810,2500.0,62.5,8.0,0,1,1
16866,4018,1687.0,68.7,,0,1,0
16873,4001,2500.0,54.7,,0,1,0
16875,4104,5000.0,46.7,,0,1,0
16887,4105,4750.0,68.3,,0,1,0
16892,3710,2000.0,63.1,,0,1,0
16900,4104,9975.0,88.0,,1,1,0
16938,3710,5650.0,100.0,,1,0,0
16977,3808,10041.0,51.6,,1,1,0
16979,3902,6000.0,66.7,,1,1,0
17054,4001,2500.0,0.0,,0,1,0
17068,4101,3807.0,74.4,,1,1,0
17072,3902,8250.0,40.0,,0,1,0
17136,4102,1600.0,-51.7,,0,1,0
17147,4103,65920.0,23.3,,0,1,0
17206,4017,1737.0,-27.2,,0,1,0
17228,3805,2008.0,31.0,,0,1,0
17271,4005,39000.0,40.8,,1,1,0
17336,4004,19413.0,3.8,,0,1,0
17345,4106,3800.0,50.2,,1,0,0
17375,3805,2008.0,37.7,3.0,0,1,1
17380,4012,2817.0,-31.3,8.0,0,1,1
17415,4003,2000.0,32.5,,0,1,0
17442,4110,2800.0,23.2,,0,1,0
17503,3702,7500.0,82.2,,1,1,0
17507,4001,4035.0,81.1,,1,1,0
17516,4111,6500.0,72.8,,1,0,0
17545,4014,1967.0,-14.4,,0,1,0
17554,4014,2500.0,23.2,,0,1,0
17580,4009,4180.0,72.2,,1,0,0
17585,4015,3000.0,-30.0,,0,1,0
17593,4101,3392.0,76.5,,1,1,0
17618,4018,25795.0,90.0,,1,1,0
17625,4002,2625.0,35.4,,0,1,0
17627,4001,1970.0,58.8,,1,1,0
17635,4009,3100.0,26.7,,0,1,0
17639,4104,1958.0,38.9,,0,1,0
17641,4001,1500.0,26.5,,0,1,0
17669,4016,2000.0,100.0,,1,1,0
17704,4013,4000.0,56.3,,0,1,0
17738,4017,3000.0,29.6,,0,1,0
17750,4006,1253.0,90.7,,1,1,0
17769,4103,4683.0,30.0,,0,1,0
17771,3807,2500.0,18.3,,0,1,0
17775,4010,1600.0,-67.2,,0,1,0
17776,3803,1817.0,56.7,,0,1,0
17783,4006,2357.0,21.5,,0,1,0
17791,3901,14070.0,26.7,,1,0,0
17796,4102,4000.0,-46.7,,0,1,0
17801,4016,1800.0,37.8,,0,1,0
17824,3807,2008.0,60.1,,1,1,0
17826,4101,2000.0,48.0,,0,1,0
17827,4103,2000.0,13.6,,0,1,0
17830,4018,2200.0,41.6,,0,1,0
17843,4113,4000.0,56.7,,0,1,0
17844,4011,2000.0,28.8,,0,1,0
17862,4016,2900.0,58.4,,0,1,0
17863,4001,1600.0,58.8,,0,1,0
17899,4002,2500.0,100.0,,1,1,0
17912,3901,21250.0,81.7,,0,1,0
17917,4110,2925.0,40.0,,0,1,0
17937,4016,1800.0,41.2,,0,1,0
17950,4110,21028.0,71.0,,0,1,0
17982,3807,2468.0,86.7,,1,1,0
18024,3703,2392.0,16.7,,0,1,0
18043,4013,1700.0,44.4,,0,1,0
18094,4001,1892.0,39.9,,0,1,0
18119,3810,2244.0,57.0,,0,1,0
18150,3708,6642.0,100.0,,1,1,0
18152,3807,7175.0,-2.3,,0,1,0
18154,3810,1750.0,-14.0,,0,1,0
18204,4008,2920.0,63.4,,0,1,0
18263,3809,2285.0,-2.9,4.0,0,1,1
18278,4003,1775.0,30.9,,1,1,0
18291,3706,13000.0,42.4,,0,1,0
18317,4105,3225.0,53.3,,0,1,0
18321,3903,3388.0,30.0,,0,1,0
18335,3808,2510.0,28.7,,0,1,0
18360,3708,18400.0,42.7,,0,1,0
18370,4109,1900.0,35.5,,0,1,0
18412,3901,3960.0,100.0,,1,1,0
18425,4003,2000.0,60.0,,0,1,0
18465,4103,6000.0,20.0,,1,1,0
18503,4010,4040.0,51.2,,0,1,0
18514,4106,4000.0,46.7,,0,1,0
18572,4114,14600.0,100.0,,0,1,0
18615,4006,8950.0,76.2,,0,1,0
18669,4015,3750.0,-10.0,,0,1,0
18671,4103,3700.0,28.3,,0,1,0
18674,4106,5838.0,32.0,,0,1,0
18685,4108,5000.0,32.0,,1,1,0
18694,3809,1824.0,42.5,,1,1,0
18695,4016,3144.0,73.8,,1,1,0
18705,4114,4000.0,37.8,,0,1,0
18752,4013,6000.0,23.3,,0,1,0
18761,3807,4933.0,90.0,,1,1,0
18800,4003,2000.0,30.9,,0,1,0
18843,4101,1560.0,12.8,,0,1,0
18930,3809,3075.0,28.5,,1,1,0
18949,4108,2000.0,-40.0,,0,1,0
18973,4001,1875.0,25.9,,0,1,0
19001,4009,2167.0,14.4,,0,1,0
19031,4104,5207.0,62.0,,1,1,0
19039,4012,19100.0,33.3,,0,1,0
19074,3707,1925.0,100.0,,1,1,0
19081,4016,4000.0,100.0,,1,0,0
19102,4111,3072.0,12.0,,0,1,0
19150,4111,4144.0,100.0,,0,1,0
19159,4015,1700.0,34.4,,0,1,0
19188,4112,2670.0,51.2,,0,1,0
19214,4111,6750.0,32.0,,0,1,0
19218,4003,2000.0,100.0,,1,1,0
19226,4105,4000.0,42.0,,1,1,0
19283,3703,1782.0,38.9,,0,1,0
19286,4017,2997.0,-14.4,,0,1,0
19337,3805,2013.0,69.7,5.0,0,1,1
19354,4003,1940.0,100.0,,0,1,0
19391,4110,4000.0,60.0,,0,1,0
19403,4016,1003.0,-20.0,,0,1,0
19438,4102,4414.0,-15.0,,0,1,0
19466,4003,1775.0,4.4,,0,1,0
19470,4106,14500.0,50.0,,0,1,0
19504,4112,4450.0,86.5,,1,1,0
19543,3810,1963.0,86.7,,0,1,0
19544,4005,2500.0,67.5,,0,1,0
19572,4014,3374.0,56.8,,0,1,0
19583,3805,2554.0,67.0,2.0,0,1,1
19591,4106,4600.0,14.0,,1,1,0
19625,4014,2504.0,-2.4,,0,1,0
19635,3901,6060.0,68.3,,1,1,0
19650,3802,1632.0,56.4,,0,1,0
19652,3705,5000.0,100.0,12.0,1,1,1
19662,3903,6300.0,70.0,,0,1,0
19663,4006,4716.0,100.0,,0,1,0
19683,3703,2520.0,-6.7,,0,1,0
19706,4108,1800.0,-10.0,,0,1,0
19707,3805,21071.0,-15.3,,0,1,0
19710,4007,1920.0,100.0,,1,1,0
19728,4003,2500.0,75.3,,0,1,0
19747,3805,7553.0,23.8,,0,1,0
19761,4112,6000.0,51.7,,1,1,0
19796,4104,6880.0,100.0,,1,0,0
19797,3801,925.0,100.0,,0,1,0
19817,4016,1080.0,8.8,,0,1,0
19835,4018,1600.0,38.3,,0,1,0
19837,4001,1121.0,32.3,,0,1,0
19851,4112,4500.0,41.7,,0,1,0
19865,4103,3350.0,100.0,,1,1,0
19902,4104,2200.0,45.6,,0,1,0
19941,4114,6000.0,6.0,,0,1,0
19959,4014,2654.0,-6.4,,0,1,0
19962,3807,4938.0,58.2,,1,1,0
19974,4112,6102.0,56.7,,0,1,0
19992,3807,2472.0,75.3,,1,1,0
20000,4108,5000.0,100.0,,1,1,0
20018,4001,1650.0,29.0,,0,1,0
20062,4105,4000.0,46.0,,0,1,0
20072,3703,2500.0,86.9,,1,1,0
20108,4006,1800.0,6.5,,0,1,0
20138,3902,5000.0,58.0,,0,1,0
20183,4101,4250.0,55.0,,0,1,0
20194,4003,1875.0,46.0,,1,1,0
20279,3804,2523.0,100.0,,0,1,0
20288,4004,1500.0,-49.5,,0,1,0
20299,4015,8821.0,70.9,,0,1,0
20302,4104,6000.0,36.0,,0,1,0
20305,3709,2500.0,19.2,,0,1,0
20348,4016,30120.0,-20.0,,0,1,0
20440,4110,2000.0,-8.3,,0,1,0
20448,3902,8000.0,72.0,,1,1,0
20478,4104,4000.0,53.3,,0,1,0
20504,4108,4000.0,40.0,,1,1,0
20505,4017,2800.0,51.2,,0,1,0
20539,3810,5185.0,25.4,5.0,0,1,1
20540,4109,5167.0,25.6,,1,0,0
20545,3807,1506.0,100.0,,1,1,0
20583,4110,2500.0,43.3,,0,1,0
20609,4101,19500.0,80.0,,0,1,0
20612,3807,27615.0,83.8,,1,1,0
20629,3808,2209.0,73.4,,0,1,0
20747,4006,1600.0,62.1,,0,1,0
20748,3705,8718.0,100.0,,1,1,0
20752,4012,3541.0,100.0,,1,1,0
20810,4016,2500.0,43.3,,0,1,0
20814,4016,2667.0,-16.7,,0,1,0
20834,3810,5006.0,-4.2,,0,1,0
20903,4103,4400.0,48.3,,0,1,0
20926,3903,5982.0,65.0,,0,1,0
20948,3901,6860.0,65.0,,0,1,0
21071,4113,3466.0,83.3,,0,1,0
21091,4016,2000.0,-3.3,,0,1,0
21130,4103,5000.0,65.0,,1,1,0
21174,4113,1860.0,63.5,,0,1,0
21175,4005,350.0,16.5,,0,1,0
21208,4002,13650.0,49.4,,0,1,0
21217,3709,2564.0,-52.7,,1,0,0
21228,4003,15000.0,100.0,,0,1,0
21262,4101,3819.0,100.0,,1,1,0
21280,4016,3500.0,11.2,,0,1,0
21306,3809,2500.0,3.3,9.0,0,1,1
21321,4113,2400.0,8.3,,0,1,0
21387,4016,6000.0,33.3,,0,1,0
21422,3805,7500.0,75.4,,0,1,0
21436,3705,2000.0,100.0,,1,1,0
21506,4104,5816.0,56.0,,1,1,0
21510,4110,2503.0,100.0,,1,1,0
21560,4110,2500.0,50.0,,0,1,0
21561,4111,2500.0,-16.8,,1,0,0
21608,3806,2146.0,38.2,,0,1,0
21653,4002,2250.0,71.0,,0,1,0
21679,4002,1350.0,100.0,,0,1,0
21684,4005,2000.0,31.0,,0,1,0
21732,4015,1800.0,26.4,,0,1,0
21746,4012,2504.0,15.2,5.0,0,1,1
21747,3803,2018.0,20.3,7.0,0,1,1
21756,4005,8100.0,74.8,,0,1,0
21759,4103,6690.0,48.3,,0,1,0
21788,4003,1667.0,50.6,,0,1,0
21804,3804,4117.0,35.5,,0,1,0
21811,4012,3008.0,68.3,,0,1,0
21817,4003,2708.0,41.6,,1,1,0
21881,4001,963.0,100.0,,1,1,0
21886,4004,1716.0,10.5,,0,1,0
21920,4012,1962.0,51.9,,0,1,0
21936,4001,2200.0,44.0,,0,1,0
21962,4103,5000.0,67.8,,1,1,0
22035,3807,12261.0,-49.4,,0,1,0
22041,3901,5400.0,20.0,,1,0,0
22046,3807,1717.0,39.7,,0,1,0
22056,4106,8000.0,100.0,,1,0,0
22086,4105,4176.0,55.0,,0,1,0
22107,4003,2500.0,17.7,,1,1,0
22110,4001,25525.0,-33.3,,0,1,0
22125,4003,9000.0,-54.5,,0,1,0
22130,4004,1250.0,15.2,,0,1,0
22139,4103,45500.0,-42.6,,0,1,0
22140,4104,1958.0,38.9,,0,1,0
22149,4003,1800.0,20.6,,1,1,0
22161,4109,2325.0,59.3,,0,1,0
22196,4108,2542.0,6.7,,0,1,0
22201,3702,24651.0,64.0,,0,1,0
22203,4007,1280.0,23.2,,0,1,0
22210,4112,2933.0,-36.7,,1,0,0
22255,3902,6000.0,80.0,,1,1,0
22256,4107,2000.0,21.0,,0,1,0
22264,3901,5150.0,76.7,,0,1,0
22283,3807,2510.0,63.1,,1,1,0
22295,4014,2604.0,47.1,,0,1,0
22305,4113,4000.0,56.7,,0,1,0
22323,4110,2043.0,-74.4,,0,1,0
22357,4004,13765.0,100.0,,1,1,0
22392,4001,2500.0,1.2,,0,1,0
22414,4103,3000.0,37.0,,1,1,0
22423,3702,32175.0,89.7,,1,1,0
22429,3802,3303.0,-10.8,,0,1,0
22446,4110,5000.0,54.1,,1,0,0
22472,4016,2400.0,7.8,,0,1,0
22499,4014,3506.0,78.2,,0,1,0
22522,4112,5625.0,100.0,,1,1,0
22533,4104,4000.0,53.3,,1,1,0
22589,4008,19500.0,-62.4,,0,1,0
22615,4007,37300.0,-15.2,,1,1,0
22619,3807,13900.0,19.3,,0,1,0
22634,3705,4949.0,-4.9,,0,1,0
22681,4004,1600.0,0.0,,0,1,0
22690,4002,2500.0,32.1,,0,1,0
22699,4110,2200.0,-5.6,,0,1,0
22701,3705,36473.0,100.0,,1,1,0
22732,4106,4000.0,23.3,,0,1,0
22749,3902,3960.0,36.0,,0,1,0
22835,4004,1600.0,25.0,,0,1,0
22844,4104,6600.0,50.0,,0,1,0
22853,4017,2431.0,18.4,,0,1,0
22858,4007,10000.0,-16.0,35.0,0,1,1
22862,4114,3000.0,100.0,,1,1,0
22913,4103,5000.0,22.0,,0,1,0
22925,3805,30125.0,39.5,2.0,1,1,1
22935,4014,3339.0,26.4,,0,1,0
22965,4105,6000.0,36.0,,0,1,0
22974,4006,1633.0,100.0,,0,1,0
22982,4103,4000.0,80.0,,1,1,0
23151,4004,1600.0,5.0,,0,1,0
23162,4003,2500.0,100.0,,1,1,0
23265,4103,4040.0,44.0,,0,1,0
23267,3807,2173.0,67.2,1.0,0,1,1
23314,4103,3000.0,56.7,,1,1,0
23327,4009,4000.0,-33.3,,0,1,0
23377,4001,6316.0,67.5,,0,1,0
23384,4007,2500.0,100.0,,1,1,0
23395,4013,2330.0,42.0,,0,1,0
23408,3901,8000.0,100.0,,1,1,0
23409,3701,13530.0,34.0,,0,1,0
23417,4106,3800.0,43.3,,1,1,0
23418,3707,2877.0,100.0,20.0,1,1,1
23434,3702,2294.0,57.2,,1,1,0
23439,3810,1511.0,6.8,,0,1,0
23475,4006,7094.0,-72.4,38.0,0,1,1
23491,4109,2742.0,37.0,,1,1,0
23510,4105,3100.0,-10.0,,0,1,0
23525,4001,3829.0,100.0,,1,1,0
23547,4101,4400.0,74.5,,0,1,0
23563,3902,6000.0,100.0,,1,1,0
23577,3704,19600.0,19.0,,0,1,0
23635,3809,2204.0,55.5,,0,1,0
23649,3902,5313.0,50.0,,0,1,0
23672,4009,2948.0,56.0,,0,1,0
23682,4016,20000.0,75.6,,1,1,0
23693,4016,1767.0,-12.2,,0,1,0
23696,4104,6240.0,48.3,,0,1,0
23713,4015,5000.0,12.0,,0,1,0
23758,4003,3000.0,75.0,,1,1,0
23771,4002,2025.0,100.0,,1,1,0
23783,3810,8275.0,98.0,,1,1,0
23796,4006,2500.0,55.8,6.0,0,1,1
23810,4103,4000.0,76.7,,1,0,0
23818,3805,2008.0,42.8,,0,1,0
23825,3902,6900.0,36.0,,0,1,0
23834,4016,4644.0,47.8,,0,1,0
23863,4102,3000.0,100.0,,1,1,0
23874,4103,7500.0,66.7,,1,1,0
23895,4102,1500.0,100.0,,1,1,0
23906,4004,2500.0,100.0,,0,1,0
23937,3902,3000.0,38.3,,1,1,0
23955,4105,4440.0,32.0,,0,1,0
24019,3901,6500.0,68.0,,0,1,0
24034,4004,1260.0,2.0,,0,1,0
24040,3807,9200.0,83.4,,0,1,0
24045,4113,3503.0,61.1,,0,1,0
24049,4110,2750.0,32.3,6.0,0,1,1
24057,4012,2003.0,69.1,,0,1,0
24086,3903,18683.0,66.0,,0,1,0
24101,3803,1716.0,56.1,,0,1,0
24118,4104,3800.0,36.7,,0,1,0
24119,4005,2375.0,44.0,,0,1,0
24128,3803,1817.0,54.7,1.0,0,1,1
24186,4005,2000.0,100.0,,0,1,0
24195,4003,1586.0,52.3,,0,1,0
24283,4012,2003.0,38.3,,0,1,0
24285,3807,2392.0,66.6,,0,1,0
24290,4109,4500.0,80.0,,0,1,0
24291,4016,3200.0,40.0,,0,1,0
24295,3807,7406.0,67.6,,0,1,0
24326,3807,38350.0,-41.7,,0,1,0
24330,4005,5000.0,50.0,,0,1,0
24347,4108,2277.0,-33.7,8.0,1,0,1
24374,4101,14700.0,70.8,,1,1,0
24379,4001,1800.0,50.2,,0,1,0
24455,3701,9862.0,78.3,,0,1,0
24517,4106,20142.0,-1.7,,0,1,0
24595,4105,4000.0,33.3,,0,1,0
24628,4003,2500.0,-11.9,,0,1,0
24634,4109,2142.0,16.7,,0,1,0
24637,4104,3600.0,20.0,,0,1,0
24728,4001,2500.0,100.0,,0,1,0
24733,4009,3550.0,83.2,,0,1,0
24734,4105,4000.0,44.0,,0,1,0
24751,4002,2500.0,-38.0,,0,1,0
24759,4112,3000.0,100.0,,1,1,0
24760,4007,1200.0,37.9,,0,1,0
24872,3805,2008.0,25.2,,0,1,0
24901,3805,2377.0,12.0,4.0,0,1,1
24939,4008,1500.0,100.0,,0,1,0
24974,4103,2500.0,74.9,,1,1,0
25001,4007,1218.0,100.0,,1,1,0
25006,4005,7338.0,67.5,,1,1,0
25064,4010,3000.0,23.0,,0,1,0
25066,4102,3242.0,56.8,,0,1,0
25082,3902,17441.0,-2.0,,1,0,0
25092,4104,6400.0,64.0,,1,1,0
25121,4014,4007.0,4.9,,1,0,0
25131,4014,2504.0,40.7,,0,1,0
25163,4104,6300.0,42.0,,0,1,0
25195,4012,2003.0,26.7,,0,1,0
25203,3805,6274.0,-6.4,,0,1,0
25272,3810,2577.0,36.8,14.0,0,1,1
25276,4107,2502.0,87.2,,1,1,0
25278,3903,4166.0,100.0,,1,1,0
25296,3804,1682.0,60.5,8.0,0,1,1
25355,4016,1800.0,36.3,,0,1,0
25361,4007,3162.0,-8.2,,1,1,0
25388,4104,14784.0,42.0,,1,0,0
25401,4110,2675.0,4.4,,0,1,0
25404,4104,1939.0,25.0,,0,1,0
25497,4105,5000.0,54.0,,0,1,0
25513,4103,3185.0,-14.0,,0,1,0
25523,4005,2446.0,83.3,,1,1,0
25537,4106,3800.0,38.0,,0,1,0
25597,4003,1507.0,-10.7,,0,1,0
25639,4103,4000.0,16.0,,0,1,0
25685,4003,2000.0,-28.8,,1,0,0
25709,3902,4000.0,56.7,,0,1,0
25720,3902,6000.0,70.0,,0,1,0
25734,4105,2500.0,4.0,,0,1,0
25747,3807,19169.0,-8.5,,0,1,0
25785,4002,1500.0,100.0,,1,0,0
25794,3803,2100.0,57.8,,0,1,0
25830,3903,3264.0,46.7,,0,1,0
25838,4001,4313.0,100.0,,1,1,0
25876,3810,5429.0,24.0,,0,1,0
25923,4109,1800.0,16.0,,0,1,0
26026,4105,4000.0,40.0,,0,1,0
26076,4105,4000.0,46.0,,0,1,0
26112,4105,4000.0,-6.0,,0,1,0
26132,3806,1908.0,27.5,,0,1,0
26172,4102,4500.0,61.0,,0,1,0
26194,4105,4845.0,-20.0,,1,0,0
26215,3810,2292.0,15.6,,0,1,0
26249,4112,5000.0,66.7,,0,1,0
26277,4104,5000.0,48.0,,0,1,0
26278,4103,2500.0,1.7,,0,1,0
26317,4107,6875.0,60.0,,0,1,0
26349,3901,5080.0,71.7,,0,1,0
26373,3804,6069.0,-46.5,,0,1,0
26390,4108,1900.0,78.2,,0,1,0
26421,3810,1913.0,33.1,3.0,0,1,1
26448,4103,4100.0,50.0,,0,1,0
26517,4108,4043.0,47.8,,1,1,0
26532,4016,2520.0,36.8,,0,1,0
26567,4105,3448.0,100.0,,1,1,0
26572,4016,4000.0,50.0,,0,1,0
26577,3809,5280.0,-41.9,,0,1,0
26578,4005,2500.0,25.0,,0,1,0
26642,4006,2000.0,77.1,,0,1,0
26702,4017,2900.0,52.7,,0,1,0
26770,4104,5000.0,63.3,,1,1,0
26776,4102,2400.0,6.7,,0,1,0
26814,4004,11815.0,83.3,,0,1,0
26862,4106,8000.0,42.0,,0,1,0
26871,3810,3997.0,18.9,5.0,0,1,1
26875,4014,2300.0,42.4,,0,1,0
26879,4109,2100.0,47.2,,1,1,0
26952,3810,2502.0,57.7,,0,1,0
26967,3901,5216.0,1.7,,0,1,0
27025,4004,1600.0,-2.9,,0,1,0
27038,3901,8398.0,43.3,,1,0,0
27063,3901,11500.0,36.7,,1,1,0
27085,4112,47000.0,89.5,,1,1,0
27101,4013,6000.0,4.0,,0,1,0
27104,4105,15513.0,-4.4,,0,1,0
27119,3901,4000.0,60.0,,0,1,0
27121,4014,4050.0,45.6,,0,1,0
27143,4105,4400.0,100.0,,1,1,0
27174,4008,5000.0,68.8,,0,1,0
27175,3901,4132.0,100.0,,1,1,0
27186,4010,12000.0,79.2,,0,1,0
27210,4016,3782.0,100.0,,1,1,0
27215,4017,4833.0,48.8,,0,1,0
27234,4103,4725.0,30.0,,1,1,0
27244,4105,6250.0,38.3,,0,1,0
27321,4007,1520.0,100.0,,1,0,0
27346,4014,1987.0,48.8,,0,1,0
27386,4103,4000.0,10.0,,0,1,0
27401,4008,1600.0,100.0,,0,1,0
27482,4110,1800.0,-38.5,,0,1,0
27500,4113,5000.0,16.0,,1,1,0
27524,3902,4000.0,16.7,,0,1,0
27560,3809,2404.0,15.7,2.0,0,1,1
27576,4103,4170.0,21.7,,1,1,0
27578,4112,4000.0,-5.0,,1,0,0
27591,4101,4004.0,-30.0,8.0,1,0,1
27604,4109,7508.0,80.6,,1,0,0
27637,4008,1500.0,-41.6,,0,1,0
27665,4013,2150.0,48.9,,0,1,0
27696,4101,10000.0,77.0,,1,1,0
27700,4104,6545.0,52.0,,0,1,0
27718,4003,1875.0,53.3,,0,1,0
27788,3804,2734.0,100.0,,1,1,0
27855,3901,1860.0,100.0,,1,1,0
27857,4003,1900.0,6.5,,0,1,0
27905,3707,4683.0,70.3,,0,1,0
27911,4104,4000.0,53.3,,1,1,0
27915,3705,6705.0,100.0,,0,1,0
27994,4103,4000.0,51.1,,0,1,0
28044,4002,1750.0,56.8,,0,1,0
28105,3903,4000.0,32.0,,0,1,0
28119,4009,6000.0,100.0,,0,1,0
28162,3901,5670.0,71.7,,0,1,0
28166,4004,2000.0,24.0,,0,1,0
28177,4114,11053.0,38.0,,1,1,0
28178,4105,4000.0,34.0,,0,1,0
28192,3804,1514.0,-36.3,,1,1,0
28224,4001,2585.0,45.3,,0,1,0
28290,3804,2523.0,-38.1,,1,1,0
28359,4103,8800.0,38.0,,1,1,0
28378,3901,4000.0,56.7,,0,1,0
28381,4109,2500.0,50.0,,0,1,0
28420,3808,3963.0,-12.3,4.0,0,1,1
28458,3702,3400.0,33.0,,1,0,0
28459,4103,2605.0,28.3,,0,1,0
28467,4111,2500.0,10.0,,1,0,0
28491,4110,2500.0,56.8,,0,1,0
28509,4014,1725.0,9.5,,0,1,0
28514,4004,7175.0,100.0,,0,1,0
28535,3702,5764.0,93.6,,1,1,0
28542,4007,1667.0,100.0,,1,1,0
28578,3805,1607.0,23.3,,0,1,0
28669,4006,3930.0,23.9,,0,1,0
28670,4113,3440.0,60.0,,1,1,0
28690,4016,2000.0,46.4,,0,1,0
28867,3809,1918.0,75.0,,0,1,0
28897,4003,1633.0,41.0,,0,1,0
28900,3708,1663.0,41.9,,1,0,0
28904,3810,3320.0,-16.0,,0,1,0
28922,4110,6000.0,46.7,,1,1,0
28927,3901,10300.0,56.7,,1,1,0
28944,4010,6000.0,63.3,,0,1,0
28962,4016,1235.0,53.3,,0,1,0
28976,4101,2500.0,57.6,,0,1,0
29089,4105,4000.0,50.0,,0,1,0
29099,3703,4813.0,100.0,,0,1,0
29114,4008,5064.0,100.0,,1,1,0
29121,4014,1530.0,31.2,,0,1,0
29146,3901,4000.0,42.0,,0,1,0
29160,4103,4750.0,71.2,,0,1,0
29216,3808,1600.0,78.6,,0,1,0
29225,4016,4000.0,40.0,,0,1,0
29232,3903,4320.0,100.0,,1,1,0
29268,3810,1820.0,77.8,,0,1,0
29319,4005,10333.0,35.3,,0,1,0
29336,4106,4267.0,36.0,,0,1,0
29427,4004,2125.0,80.5,,0,1,0
29431,4107,2300.0,-3.2,,0,1,0
29438,3902,5000.0,63.3,,1,1,0
29463,3902,4000.0,48.0,,0,1,0
29464,4104,8400.0,52.0,,0,1,0
29495,4106,14550.0,33.3,,0,1,0
29500,4102,1400.0,14.0,,0,1,0
29521,4002,2000.0,-2.1,,0,1,0
29533,4114,4000.0,20.0,,0,1,0
29550,4009,1679.0,-76.7,,0,1,0
29566,3704,2375.0,100.0,,1,1,0
29590,3805,2366.0,54.2,14.0,0,1,1
29596,4001,1667.0,70.4,,0,1,0
29599,3701,39451.0,74.0,,0,1,0
29602,4003,2000.0,100.0,,1,1,0
29603,4106,4200.0,63.3,,1,1,0
29625,4014,2003.0,21.6,,0,1,0
29634,4113,3000.0,26.7,,0,1,0
29818,4105,4000.0,58.0,,0,1,0
29820,3710,3740.0,100.0,,1,1,0
29824,4002,2425.0,19.8,,0,1,0
29846,3901,8000.0,76.7,,1,1,0
29925,4015,6000.0,34.0,,0,1,0
29978,3901,12000.0,100.0,,1,1,0
29986,4016,2725.0,58.4,,0,1,0
30077,3805,4820.0,24.3,,0,1,0
30086,4110,2500.0,76.0,,0,1,0
30100,3901,14000.0,84.0,,1,1,0
30158,4013,2683.0,71.1,,0,1,0
30159,4002,2500.0,32.1,6.0,0,1,1
30165,4017,3000.0,17.6,,0,1,0
30184,3805,5990.0,-2.0,,0,1,0
30196,4104,7682.0,30.0,,0,1,0
30212,4103,3828.0,-35.0,,0,1,0
30247,4005,2187.0,2.3,6.0,0,1,1
30250,3810,3803.0,91.3,,1,1,0
30266,4001,5400.0,17.0,,0,1,0
30317,4002,2450.0,100.0,,0,1,0
30405,3902,4000.0,63.3,,1,1,0
30425,3902,4000.0,55.0,,0,1,0
30455,4016,9000.0,76.7,,0,1,0
30474,4102,4875.0,-13.3,,1,0,0
30486,4001,10626.0,18.0,,0,1,0
30517,4003,3000.0,10.0,,0,1,0
30523,4103,5000.0,6.0,,1,1,0
30613,4109,13051.0,50.0,,1,1,0
30784,4104,4000.0,46.7,,1,1,0
30821,4005,1700.0,37.5,,0,1,0
30867,4103,6488.0,56.0,,0,1,0
30875,4001,1750.0,-17.7,,0,1,0
30925,4103,3895.0,18.0,,0,1,0
30929,4105,4000.0,52.0,,0,1,0
30954,4017,3000.0,49.6,,0,1,0
30956,4105,4000.0,62.0,,0,1,0
30958,3801,4750.0,100.0,,1,1,0
30959,4111,1865.0,-88.8,,0,1,0
31016,4102,6000.0,100.0,,1,0,0
31023,4004,5000.0,42.4,,1,1,0
31048,3803,1419.0,14.8,1.0,0,1,1
31068,4103,3667.0,5.0,,0,1,0
31089,4110,1800.0,-33.3,,0,1,0
31127,4104,4000.0,50.0,,0,1,0
31142,3702,2496.0,68.7,,0,1,0
31158,3901,4494.0,21.7,,0,1,0
31164,4110,3200.0,48.9,,0,1,0
31169,3705,36380.0,13.4,,0,1,0
31180,3903,19600.0,64.0,,0,1,0
31233,3902,16100.0,90.0,,1,1,0
31241,4006,2050.0,45.0,,0,1,0
31254,4003,2000.0,25.0,,0,1,0
31255,4109,2810.0,56.0,,0,1,0
31321,4007,1600.0,100.0,,1,1,0
31353,4106,2600.0,100.0,,1,1,0
31365,3807,40166.0,-13.6,,0,1,0
31394,4112,2500.0,57.8,,0,1,0
31396,3704,52575.0,86.8,,1,1,0
31413,4104,4000.0,31.7,,0,1,0
31499,4102,2500.0,56.8,,0,1,0
31506,4003,2500.0,50.0,,0,1,0
31515,3807,2581.0,74.2,,0,1,0
31540,4102,1500.0,100.0,,0,1,0
31555,3810,1000.0,30.8,,0,1,0
31576,3810,1675.0,-16.3,,0,1,0
31620,4106,4000.0,38.0,,0,1,0
31628,4103,4000.0,57.8,,1,1,0
31652,4112,890.0,26.0,,0,1,0
31689,4110,2338.0,36.0,,0,1,0
31704,4004,2500.0,14.1,,0,1,0
31731,4104,11800.0,60.0,,1,1,0
31772,3709,10000.0,-87.7,58.0,0,1,1
31779,3709,2234.0,60.0,,1,1,0
31792,4001,1969.0,5.8,6.0,0,1,1
31798,4003,2283.0,57.2,,0,1,0
31801,4014,2500.0,21.6,,0,1,0
31824,4015,3700.0,64.4,,0,1,0
31870,4113,10000.0,-10.0,,0,1,0
31874,3803,1682.0,50.5,,0,1,0
31884,3902,14031.0,93.3,,1,1,0
31916,3901,12000.0,63.3,,0,1,0
31921,3804,7621.0,58.4,,0,1,0
31951,4112,4000.0,50.0,,0,1,0
31952,4002,2500.0,16.0,,0,1,0
31958,4003,1667.0,100.0,,1,0,0
31967,4002,2500.0,100.0,,1,1,0
31996,3804,4037.0,74.7,,0,1,0
